Sentence,Label
ਇਨਸਾਨੀਅਤ ਹੱਲੇ ਤੱਕ ਜਿੰਦਾ  ਹੈ ਬਹੁਤ ਬਹੁਤ ਧੰਨਵਾਦ ਜੀ ਸਲੂਟ ਹੈ ਔਟੌ ਵਾਲੇ ਵੀਰ ਨੂੰ ਤੇ ਵਾਹਿਗੁਰੂ ਇਹਨਾਂ ਨੂੰ ਵੱਡਿਆਂ ਉਮਰਾਂ ਵਕਸ਼ੇ ਤੇ ਇਹਨਾਂ ਦੇ ਬੱਚੇ ਆ ਵਿੱਚ ਵੀ ਇਹੋ ਜਿਹੇ ਕਰਮ ਕਰਨ ਵਾਹਿਗੁਰੂ ਮਿਹਰ ਕਰਨ ਜਰੂਰ ਮੁੰਡੇ  ਨੂੰ ਅਰੇਸਟ ਕਰਵਾਉ ਤਾ ਜੋਅੱਗੇਤੋ ਨਸੀਤ ਆਜਾਵੇ,Appreciation
ਆਟੋ ਵਾਲੇ ਵੀਰ ਦਾ ਵੀ ਵਿਸ਼ੇਸ਼ ਧੰਨਵਾਦ  ਤੇ  ਜੋ ਲੋਕ ਬਈਆਂ  ਨੂੰ ਦੀ ਮਦਦ ਕਰਦੇ ੳਨਾਂ ਨੂੰ ਵੀ ਸ਼ਰਮ ਆਉਣੀ ਚਾਹੀਦੀ ਹੈ,Appreciation
"Podcast ਦਾ ਨਵਾਂ Episode ਆ ਗਿਆ ਜੀ। ਬਹੁਤ ਹੀ ਕੰਮ ਦੀਆਂ ਗੱਲਾਂ ਕੀਤੀਆਂ ਗਈਆਂ ਨੇ ਤੇ ਸਭ ਨੂੰ ਚੰਗੀਆਂ ਲੱਗਣਗੀਆਂ। ਸਾਰੇ ਅਧਿਆਪਕਾਂ ਅਤੇ ਬੱਚਿਆਂ ਦੇ ਸੁਣਨ ਵਾਲੀਆਂ ਨੇ। please share ਜਰੂਰ ਕਰੋ ਤੇ ਕੰਮੈਂਟ ਕਰਕੇ ਦੱਸੋ ਕਿਵੇਂ ਲੱਗਿਆ


https://youtu.be/S3TvGGqW9Wk
Watch pls",Neutral
ਵਾਹਿਗੁਰੂ ਜੀ ਮੇਹਰ ਰੱਖੀ ਵੀਰ ਅਨਮੋਲ ਤੇ 🙏🙏❤❤🙏🙏,Blessing
ਕਿਆ ਬਾਤ ਹੈ ਬਹੁਤ ਵਧੀਆ ਜੀ 🙏🙏👌👌,Appreciation
ਅਨਮੋਲ ਤੁਸੀਂ ਸੱਚੀ ਅਨਮੋਲ ਹੋ।❤❤,Appreciation
👍ਘੈਂਟ👍,Appreciation
ਬਹੁਤ ਵਧੀਆ ਅਨਮੋਲ ਹੀਰੇ ਬਾਈ,Appreciation
I love you bro ❤❤❤❤ 💯💯💯💯🤗🤗👍👍👍 ਵਾਹਿਗੁਰੂ ਜੀ ਹਮੇਸ਼ਾ ਤਹਾਨੂੰ ਖੁਸ਼ ਰੱਖਣ 😊🙏,Appreciation
ਵਾਹਿਗੁਰੂ ਜੀ ਚੜਦੀਕਲਾ ਵਿੱਚ ਰੱਖੇ । ਖੁਸ਼ ਰਹੋ ਵੀਰ ❤❤🙏🙏,Appreciation
ਅਸੀਂ ਦਿਲੋ ਕਰਦੇ ਹਾਂ ਪਰੀਤ ਅਤੇ ਅਨਮੋਲ ਪੁੱਤ ਨੂੰ 🙏🙏🙏,Appreciation
ਵਾਹਿਗੁਰੂ ਜੀ ਚੜ੍ਹਦੀ ਕਲਾ ਬਖ਼ਸ਼ਣ 👏👏ਪੁੱਤਰ ਜੀ ਨੂੰ,Appreciation
ਦੁਬਾਰਾ ਸੁਣ ਕੇ ਵੀ ਬਹੁਤ ਵਧੀਆ ਲੱਗਾ,Appreciation
⛳ਅਨਮੋਲ ਵਰਗੇ ਪੁੱਤ ਪੰਜਾਬ ਚ ਬਾਰ ਬਾਰ ਨੀ ਜੰਮਦੇ ਭਰਾ ❤ਲੱਤਾ ਨਾ ਖਿੱਚੀਆ ਕਰੋ ਸਪੋਟ ਕਰੇਆ ਕਰੋ ❤,Appreciation
ਕਹਿਣ ਲਈ ਸ਼ਬਦ ਨਹੀਂ।ਅਸੀਸਾਂ ਹੀ ਹਨ ਵਾਹਿਗੁਰੂ ਜੀ ਹਮੇਸ਼ਾ ਚੜ੍ਹਦੀ ਕਲਾ ਵਿੱਚ ਰਖਣ।,Appreciation
ਕੋਈ ਮੇਰੇ ਚੈਨਲ ਨੂੰ ਵੀ ਕਰ ਲਓ ਸਬਸਕ੍ਰਾਈਬ ❤🙏❤🙏❤🙏❤🙏❤🙏,Appreciation
ਬਹੁਤ ਬਹੁਤ ਵਧੀਆ ਵੀਰੇ❤❤,Appreciation
ਬਾਈ ਜਿਊਂਦਾ ਰਹਿ ਰੱਬ ਤੈਨੂੰ ਹਮੇਸ਼ਾਂ ਖੁਸ਼ ਰਖੇ ❤❤,Appreciation
ਅਨਮੋਲ ਵੀਰ ਬਹੁਤ ਚੰਗਾ ਕਰਦਾ ਹੈ❤,Appreciation
ਬਾਈ ਜੀ ਨੂੰ ਦਿਲੋਂ ਸੂਲਟ ਕਰਦੇ ਹਾਂ,Appreciation
ਬਹੁਤ ਵਧੀਆ ਪੇਸ਼ਕਸ਼ ਜੀ ਸਾਰੀ ਟੀਮ ਨੂੰ ਮੁੱਖ ਤੌਰ ਤੇ ਅਨਮੋਲ ਵੀਰ ਨੂੰ ਤਹਿ ਦਿਲ ਤੋਂ ਮੁਬਾਰਕਾਂ ਜੀ ਮੇਹਰ ਭਰਿਆ ਹੱਥ ਰੱਖਣ ਮਾਲਕ ਹੋਰ ਤਰੱਕੀ ਦੇਵੇ ਜੀ❤❤,Blessing
ਬਹੁਤ ਬਹੁਤ ਪਿਆਰ ਤੇ ਸਤਿਕਾਰ ਅਨਮੋਲ ਵੀਰ ਵਾਹਿਗੁਰੂ ਖੁਸ਼ ਰੱਖੇ ਤੁਹਾਨੂੰ,Blessing
ਬਹੁਤ ਹੀ ਵਧੀਆ 👍 ਵਾਹਿਗੁਰੂ🙏 ਜੀ ਵੀਰ ਨੂੰ ਹਮੇਸ਼ਾ ਚੜ੍ਹਦੀ ਕਲਾ ਵਿੱਚ ਰੱਖਣ ਤੇ ਆਪਣੀ ਮੇਹਰ ਵੀਰ ਤੇ ਬਣਾਈ ਰੱਖਣ।☺️,Blessing
ਹਰੇਕ ਇਨਸਾਨ ਅਨਮੋਲ ਵਰਗਾ ਨਹੀ ਬਣ ਸਕਦਾ । ਹਰੇਕ ਕੋਈ ਆਪਣੀ ਆਪਣੀ ਜਿੰਦਗੀ ਵਿੱਚ ਪਰਫੈਕਟ ਆ ।,Neutral
ਵਾਹ 🙏🏼,Appreciation
"ਗੁਡ ਅਨਮੋਲ ਜੀ 
😊😊😊",Appreciation
ਖੱਚ 4 ਜਮਾਨੇ ਦੀ,Blessing
ਵਾਹਿਗੁਰੂ ਜੀ ਮੇਹਰ ਕਰਨ ਸਾਰੇ ਪਰਿਵਾਰ ਤੇ,Blessing
"ਵਹਿਗੁਰੂ ਜੀ ਤਰੱਕੀ ਬਕਸਣ ਗੇ
ਪਰ ਆਪਣਾ ਲੋਕ  ਭਲਾਈ ਕਰਨ ਦਾ ਕੰਮ ਨਾ ਛੱਡਿਆ ਜੇ",Blessing
ਬਹੁਤ ਹੀ ਸੋਹਣੀ ਆਵਾਜ਼ ਚ ਗੀਤ ਗਾਇਆ ਸੀ ਵੀਰ ਅਨਮੋਲ ਕਵਾਤਰਾ ਨੇ 👌👍✌🙏,Blessing
ਅਨਮੋਲ ਵੀਰ ਵਰਗੇ ਪੁੱਤਾਂ ਦੀ ਦਾਤ ਵਾਹਿਗੁਰੂ ਜੀ ਸਾਰਿਆਂ ਨੂੰ ਬਖਸ਼ਣ 🙏🙏,Blessing
ਵਾਹਿਗੁਰੂ ਜੀ ਮੇਹਰ ਕਰੋ ਜੀ 🙏💖😢,Blessing
ਅਨਮੋਲ ਵਿਰੇ ਤੁਸੀਂ ਤਾਂ ਸੱਚੀ ਅਨਮੋਲ ਹੋ ਰੱਬ ਤੁਹਾਡੀ ਲੰਬੀ ਉਮਰ ਰਖੇਂ,Blessing
ਵਾਹਿਗੁਰੂ ਜੀ ਤੁਸੀਂ ਚੜਦੀਕਲਾ ਰਖਿਉ,Blessing
ਬਹੁਤ ਵਧੀਆ ਗੀਤ ਹੈ ਵਾਹਿਗੁਰੂ ਜੀ ਚੜਦੀਕਲਾ ਵਿੱਚ ਰਖੇ,Blessing
"ਗਰੀਬਾਂ ਦਾ ਮਸੀਹਾ ਅਨਮੋਲ ਵੀਰਾ  ਤੁਹਾਡੇ ਵਰਗਾ ਬਣਨਾ ਬਹੁਤ ਔਖਾ, ਸਾਰਿਆਂ ਨੂੰ ਇਕੋ ਨਿਗ੍ਹਾ ਨਾਲ ਦੇਖਣਾ, ਰੱਬ ਹੋਰ ਹਿੰਮਤ ਦੇਵੇ ਤੁਹਾਨੂੰ ਵੀਰੇ ਸਾਰਿਆਂ ਦੀ ਮਦਦ ਕਰਨ ਦਾ, ਰਬ ਤੁਹਾਨੂੰ ਲੰਬੀਆਂ ਉਮਰਾਂ ਬਖਸ਼ਣ ਤੁਹਾਡੇ ਮੰਮੀ ਪਾਪਾ ਨੂੰ ਵੀ ਰੱਬ ਖੁਸ਼ ਰੱਖੇ",Blessing
ਅਸੀਂ ਬਹੁਤ ਪਿਆਰ ਕਰਦੇ ਹਾਂ ਅਨਮੋਲ ਹੀਰਾ ਪੁੱਤ ਰੱਬ ਥੋਨੂੰ ਖੁਸ਼ ਰੱਖੇ ਜਿਉਂਦਾ ਵਸਦਾ ਰਹਿ ਪੁੱਤ ਰੱਬਖੁਸ਼ ਰੱਖੇ,Blessing
Anmol veere TUC ta bhut hi anmol heere aw Jo duniya li ohna di help krn li aaye aw 🙏 ਵਾਹਿਗੁਰੂ ਮੇਰੇ ਵੀਰੇ ਨੂੰ ਹਮੇਸ਼ਾ ਚੜ੍ਹਦੀ ਕਲਾ ਵਿਚ ਰੱਖੇ🙏,Blessing
ਅਨਮੋਲ ਵੀਰ ਨੂੰ ਸਾਰੇ ਬਹੁਤ ਬਹੁਤ ਪਿਆਰ ਕਰਦੇ ਹਨ ਵਹਿਗੁਰੂ ਜੀ ਹਮੇਸ਼ਾ ਖੁਸ਼ ਰੱਖਣ ਜੀ ਚੜ੍ਹਦੀ ਕਲਾ ਵਿਚ ਰਹਿਣ ਵਹਿਗੁਰੂ ਜੀ,Blessing
ਜਿਉਂਦੇ ਵਸਦੇ ਹਸਦੇ ਰਹੋ ਪੁਤਰ,Blessing
ਬਹੁਤ ਵਧੀਆ ਵੀਰ ਜੀ ਅਨਮੋਲ,Appreciation
21.8.2022 ਅੱਜ ਵੀ ਚੱਲ ਰਿਹਾ,Neutral
❤️❤️ੳ ਯਾਰ ਵਾਹ ਵਾਹ ਕਿਆ ਬਾਤ ਐ ਜੀ ❤️❤️❤️ ਬਹੁਤ ਵਧੀਆ ਗੀਤਕਾਰ ਔ  ਜੀ ਤੁਸੀਂ 😘😘 ਇੱਕ ਹੀਰੇ  ਦੀ ਪਰਖ ਸਿਰਫ਼ ਇੱਕ ਜੋਹਰੀ ਕੋ ਹੀ ਹੋਤੀ ਹੈ ❤️❤️❤️❤️😘😘😘,Appreciation
ਅਨਮੋਲ ਵੀਰੇ ਤੁਹਾਡੇ ਨਾਲ ਗੱਲ ਕਰਨੀ ਸੀ,Neutral
ਅਨਮੋਲ ਵੀਰ ਜੀ ਆਪਣਾ ਨੰਬਰ ਵੀਡੀਓ ਵਿਚ ਦਿਓ ਆਪਾ ਨੰਬਰ ਲੈਣਾംਏ,Neutral
🙏ਸੁਕਰ ਵਾਹਿਗੁਰੂ ਜੀ 🙏ਸੁਕਰ ਵਾਹਿਗੁਰੂ ਜੀ 🙏ਸੁਕਰ ਵਾਹਿਗੁਰੂ ਜੀ 🙏ਸੁਕਰ ਵਾਹਿਗੁਰੂ ਜੀ 🙏ਸੁਕਰ ਵਾਹਿਗੁਰੂ ਜੀ 🙏ਸੁਕਰ ਵਾਹਿਗੁਰੂ ਜੀ 🙏ਸੁਕਰ ਵਾਹਿਗੁਰੂ ਜੀ 🙏ਰੱਬੀ ਰੂਹ ਅਨਮੋਲ ਵੀਰ  🙏ਸੁਕਰ ਸੁਕਰ ਸੁਕਰ ਸੁਕਰ ਸੁਕਰ ਵਾਹਿਗੁਰੂ ਜੀ🙏,Blessing
🙏🙏ਵੀਰ ਜੀ ਪਰਮਾਤਮਾ ਤੁਹਾਨੂੰ ਤਰੱਕੀਆਂ ਵਖਰੇ ਬਹੁਤ ਵੱਡਾ ਿਦਲ ਆਪ ਜੀ ਦਾ ਿੲਧੇ ਤਾਂ ਲੋਕੀ ਆਪਣੇ ਦੇ ਦੁੱਖ ਚ ਸਾਥ ਛੱਡ ਜਾਦੇ ਨੇ ਪਰ ਤੁਸੀਂ ਆਪਣਾ ਕੀਮਤੀ ਤੋਂ ਕੀਮਤੀ ਟੇਮ ਆਮ ਜਨਤਾ ਲਈ ਕੱਢਕੇ ਕੇ ਿੲਹ ਮਸਾਲ ਕਾ ਿੲਹ ਕੀਤੀ ਹੈ ਿੲਹ ਸਾਡੇਲਈ ਵੀ ਿੲਹ ਸਬਕ ਹੈ ਵੀਰ ਜੀ ਕੀ ਕਦੇ ਵੀ ਕਿਸੇ ਦੀ ਮਦਤ ਕਰਨ ਤੋਂ ਪਿਛੇ ਨਾ ਹਟੋ ਿਦਲ ਤੋਂ ਸਲੂਟ ਆ ਵੀਰ ਜੀ ਤੁਹਾਨੂੰ ਕਦੇ ਲੁਧਿਆਣੇ ਆ ੲੇ ਤਾਂ ਵੀਰ ਜੀ ਤੁਹਾਨੂੰ ਿਮਲ ਕੇ ਜਰੂਰ ਜਾਣਾ,Blessing
ਕੌਣ ਕੌਣ 2022 8 ਅਪ੍ਰੈਲ ਚ ਸੁਣ ਰਿਹਾ ਹੋਵੇ ਲਾਈਕ ਕਰਕੇ ਦੱਸੋ 😎😎,Neutral
"ਜਿਸ ਵਿਆਕਤੀ ਨੇ, ਇਹਨਾਂ ਗਰੀਬਾ ਦਾ ਘਰ ਖਰਾਬ ਕੀਤਾ, ਉਸ ਤੀਜੇ ਵਿਆਕਤੀ ਨੂੰ ਵੀ ਸਜ਼ਾ ਮਿਲਣੀ ਚਾਹੀਦੀ ਹੈ",Neutral
ਬਹੁਤ ਵਧੀਆ ਕੀਤਾ ਵੈਰੀ ਗੁੱਡ ਇਹੋ ਜਿਹੀਆਂ ਨਾਲ ਇਹੋ ਜਿਹਾ ਕੁਝ ਹੀ ਹੋਣਾ ਚਾਹੀਦਾ ਹੈ ਬਹੁਤ ਵਧੀਆ ਕੀਤਾ ਧੰਨਵਾਦ,Appreciation
ਕੁੜੀ ਕੰਜਰੀਆ ਨਾਲ਼ੇ ਲੋਕਾਂ ਦੇ ਘਰ ਖਰਾਬ ਕਰਦੀਆ ਨਾਲ਼ੇ ਸੁਹਰਿਆ ਦੇ ਸਾਰੇ ਟੱਬਰ ਨੂੰ ਜੇਲ ਪਹੁੰਚਾਉਦੀਆ ਆ।   ਡੁੱਬਕੇ ਮਰ ਜਾਣ ਇਹੋ ਜਿਹੀਆ ਕੁੜੀਆ ਦੇ ਘਰਦੇ😮😮😮😮😮😮😮,Hate
ਸਾਰੇ ਪਿੰਡ ਵਾਸੀਆਂ ਦਾ ਧੰਨਵਾਦ ਜੀ,Appreciation
"ਇੱਕ ਨਹੀਂ ਅਨੇਕਾਂ ਅਜਿਹੀਆਂ ਘਟਨਾਵਾਂ ਹੋ ਰਹੀਆਂ ਪੰਜਾਬ ਅੰਦਰ, ਇੱਕ ਖ਼ਸਮ ਦੇ ਹੁੰਦਿਆਂ, ਔਰਤ ਕਿਸੇ ਹੋਰ ਨਾਲ ਤੁਰੀ ਫਿਰੇ, ਲਾਹਨਤ ਹੈ ਓਸ ਮਰਦ ਦੇ,, ਅਸੀਂ ਅਣਖੀ ਸੂਰਮੇਆ ਤੇ ਮਾਣ ਮਹਿਸੂਸ ਕਰਦੇ ਹਾਂ,, ਅਜਿਹੀਆਂ ਔਰਤਾਂ ਨਾਲ ਇਹੋ ਵਰਤਾਰਾ ਵਰਤਣਾਚਾਹੀਦਾ ਹੈ,,ਜੋ ਘਰ ਦੀ ਇੱਜ਼ਤ ਮਹਿਫ਼ੂਜ਼ ਨਹੀਂ ਰੱਖ ਸਕਦੀ ਹੋਵੇ।,। ਧਰਮ ਤੋਂ ਉੱਪਰ ਉਠਣਾ ਚਾਹੀਦਾ,, ਧੰਨਵਾਦ।",Disappointment
ਔਰਤ।ਗਲਤ।ਹੈ,Hate
ਲੱਤਾਂ ਤੋੜ ਕੇ ਛੱਡ ਦਿੰਦਾਂ ਫੇਰ ਦੇਖਦੀ ਇਸ ਦਾ ਦੂਜਾ ਖਸਮ ਦੇਖ ਕਰਦਾ ਕੇ ਨਹੀਂ,Hate
ਬਹੁਤ ਹੀ ਵਧੀਆ ਕੀਤਾ ਇਸ ਤਰ੍ਹਾਂ ਦੀ ਗੰਦੀ ਜਨਾਨੀ  ਕੁੱਤੀ ਨਾਲ ਇਸੇ ਤਰ੍ਹਾਂ ਹੁਣ ਚਾਹੀਦੀ ਹੈ,Hate
"ਸਲੂਟ ਆ ਪਿੰਡ ਦੇ ਲੋਕਾਂ ਨੂੰ, ਪੰਜਾਬ ਦੇ ਲੋਕਾਂ ਨੂੰ ਸਹੀ ਨੂੰ ਸਹੀ ਕਹਿਣਾ ਈ ਨੀ ਚਾਹੀਦਾ,ਸਹੀ ਦੀ ਡੱਟ ਕੇ ਮੱਦਦ ਵੀ ਕਰਨੀ ਚਾਹੀਦੀ ਹੈ।",Support
ਇਹ ਸ਼ਕਲ ਤੋ ਹੀ ਗਸਤੀ ਲਗਦੀਆਂ,Hate
ਪਿੰਡ ਵਾਸੀਆਂ ਨੂੰ ਸਲੂਟ ਹੈ।ਇਹੋ ਜਿਹੀਆ ਜਨਾਨੀਆਂ ਨੂੰ ਇਸੇ ਤਰ੍ਹਾਂ ਹੀ ਮਾਰਨਾ ਚਾਹੀਦਾ।ਇਕ ਸਰਕਾਰ ਨੇ ਇਹ ਕਾਨੂੰਨ ਬਣਾ ਕੇ ਚੰਗਾ ਨਹੀਂ ਕੀਤਾ ਕਿ ਰਿਲੇਸ਼ਨ ਵਿਚ ਰਹਿ ਸਕਦਾ ਕੋਈ ਵੀ।ਜੇ ਰਿਲੇਸ਼ਨ ਵਿਚ ਰਹਿਣਾ ਤਾਂ ਫਿਰ ਪਤੀ ਪਤਨੀ ਜਾਂ ਵਿਆਹ ਦਾ ਤਾਂ ਕੋਈਮਤਲਬ ਨਹੀਂ ਰਹਿ ਜਾਂਦਾ।,Hate
ਵਾਹਿਗੁਰੂ ਪਿੰਡ ਦਾ ਏਕਾ ਬਨਾਈ ਰੱਖੇ,Support
50 ਸਾਲ ਦੀ ਲਗਦੀ ਹੇ,Hate
ਇਹ ਔਰਤ ਤਾਂ ਸ਼ਕਲ ਤੋਂ ਹੀ ਗ਼ਲਤ ਲੱਗਦੀ ਹੈ,Hate
ਚੱਕਤੀ ਢੇਡ ਨੀ ਜਦੋਂ ਟਿਕਦੀਆਂ ਨਹੀਂ ਬਾਈ ਅੱਕਿਆ ਹੋਇਆ ਬੰਦਾ ਹੋਰ ਕੀ ਕਰੇ,Hate
ਇਸ ਜਨਾਨੀ ਨੂੰ ਮਾਰਨਾ ਨਹੀਂ ਚਾਹੀਦਾ ਸੀ ਇਸ ਦੀਆਂ ਲੱਤਾ ਭੰਨ ਕੇ ਕੀਤੇ ਦਾ ਖਮਿਆਜਾ ਭੁਗਤਣ ਲਈ ਛੱਡ ਦਿੱਤਾ ਜਾਂਦਾ,Hate
ਬਹੁਤ ਵਧੀਆ ਕੀਤਾ,Hate
ਧੰਨਵਾਦ  ਪਿੰਡ  ਵਾਲਿਆਂ ਦਾ. . ਪਹਿਲਾ  ਉਦੈਵੀਰ  ਦੇ ਪਰਿਵਾਰ  ਨਾਲ  ਪਿੰਡ ਵਾਲੇ ਇਕਜੁੱਟ ਹੋ ਕੇ ਨਾਲ  ਖੜੇ.ਪਿੰਡ  ਵਿਚ ਇਸ  ਤਰ੍ਹਾਂ  ਹੀ ਏਕਾ ਬਣਿਆ  ਰਹੇ,Support
ਵੈਰੀ 👍 ਵਿਲੇਜ ਦੇ ਅੱਲ ਮੈਂਬਰੇਸ,Support
ਵਧੀਆ ਕੀਤਾ,Support
ਧੰਨਵਾਦ ਦਿਲੋ ਸਲੂਟ ਪਿੰਡ ਵਾਲਿਆ ਦਾ,Appreciation
ਧੰਨ ਵਾਦ ਪਿੰਡ ਵਾਲੀਓ,Appreciation
ਪੰਜਾਬ ਪੁਲਸ ਵੀ ਚਾਹੀਦਾ ਪਹਿਲਾਂ ਪੂਰੀ ਜਾਣਕਾਰੀ ਹਾਸਿਲ ਕਰੇ ਆਂਢ ਗੁਆਂਢ ਪੁੱਛ ਕਰੇ ਫਿਰ ਗਿਰਫ਼ਤਾਰੀ ਕਰੇਂ ਇਹ ਨਈ ਬੀ ਜ਼ੋ ਕੁੜੀ ਵਾਲਿਆਂ ਨੇ ਨਾਂ ਲਖਾਤੇ ਧਰ ਲੋ ਜੇ ਜੇ ਕੁੜੀ ਬਦਫੈਲੀਆਂ ਕਰਦੀ ਸੀ ਦੋਸ਼ੀ ਨੂੰ ਸਜ਼ਾ ਘੱਟ ਹੋਣੀ ਚਾਹੀਦੀ,Disappointment
ਬਾਈ ਜੀ ਇਸਦੇ ਨਾਲ ਹੀ ਤੋਰ ਦੇ ਆਤਮ ਹੱਤਿਆ ਕਰਨ ਦੀ ਲੋੜ ਨਹੀਂ,Support
ਵੀਰ ਤੂੰ ਆਪ ਕਿ ਮਰਨਾ ਜੁਰਤ ਰੱਖ ?? ਜਿਸ ਦਾ ਕਰਕੇ ਤੇਰਾ ਘਰ ਖਰਾਬ ਹੋਇਆ ਉਸ ਨੂੰ ਤੇ ਘਰ ਵਾਲੀ ਨੂੰ ਚੋਕ ਮਾਰ ਗੋਲੀ ਨਾਲੇ ਦੂਸਰੀਆ ਜਨਾਨੀਆ ਨੂੰ ਪਤਾ ਲੱਗ ਜਾਉ,Support
ਤੂੰ ਤਲਾਕ ਨੂੰ ਨਾਂ ਕਹੀ ਇਸਨੂੰ ਕਹਿ ਕੇ ਮੈ ਨਾ ਵਿਆਹ ਕਰਵਾਵਾਂ ਅਤੇ ਨਾ ਹੀ ਕਰਨ ਦੇਵਾ,Hate
ਇਹ ਔਰਤ ਨੂੰ ਸਖ਼ਤ ਸਜ਼ਾਵਾਂ ਦਿਉ ਛਿਤਰ ਪਰੇਡ ਕਰ ਦਿਉ,Hate
ਵਾਹਿਗੁਰੂ ਜੀ ਇਸ ਦਾ ਭਲਾ ਕਰਿਉ ਜੀ ਇਸ ਤਰ੍ਹਾਂ ਦੀਆਂ ਜ਼ਨਾਨੀਆਂ ਤੋਂ ਤੋਂ ਰਬ ਹੀ ਵਚਾਏ,Blessing
ਤੇਰੀ ਆਤਮ ਹੱਤਿਆਂ ਵਿਚ ਪੁਲਿਸ ਵੀ ਜੁੰਮੇਵਾਰ ਹੋਵੇ ਗੀ ।,Neutral
ਬਾਈ ਵੈਗਰਾ ਗੋਲੀ ਖਾ ਕੇ ਚੰਗੀ ਤਰ੍ਹਾਂ ਰਗੜ  ਚੰਗੀ ਤਰ੍ਹਾਂ,Hate
ਖਚ ਜਨਾਨੀ ਧੀ ਦੀ ਸ਼ਰਮ ਕਰ ਲੈਦੀ,Hate
ਉਹੀ ਪੰਜ ਕਿਸੇ ਹੋਰ ਨੂੰ ਦੇ ਕੇ ਕੰਮ ਕਰਾਦੇ ਸਾਲੀ ਦਾ,Hate
ਅੌਰਤ ਦੇ ਦੁਸਰੇ ਮਰਦ ਨਾਲ ਸਬੰਧ ਹਨ  ਪੰੰਜ ਲੱਖ ਲੈਣ   ਦਾ ਕੀ ਮਤਲੱਬ  ਪਤੀ ਦਾ ਦੇਣ ਦਾ ਵੀ ਕੋੲੀ ਮਤਲੱਬ ਨਹੀਂ ਪਰੂਫ ਪੇਸ਼ ਕਰੋ ਪਤਨੀ ਦੇ ਤਲਾਕ ਲੈ ਲੳੁ  ਸਰਕਾਰੀ ਮੁਲਾਜਮ ਹੋਣ ਕਰਕੇ ਪਤਨੀ ਜੋ ਮਰਜੀ ਕਰੀ ਜਾਵੇ ਜਿਸ ਨਾਲ ਮਰਜੀ ਅੈਸ਼ ਕਰੇ  ੲਿਹ ਤਾ ਪਤੀ ਨਾਲ ਬਹੁਤ ਧੱਕਾ ਹੋ ਰਿਹਾ ਹੈ,Hate
ਤਵੀ ਜਾਤ ਦਾ ਕੋੲੀ ਯਕੀਨ ਨੀ ਬਾੲੀ ਖਹਿੜਾ ਸੱਡ ਯਾਰ  ਮੁਲਾਜਮ ਬੰਦਾ ੲੈਨੂੰ ਦਫਾਂ ਕਰ,Neutral
ਮੇਰੇ ਵੀਰ ਜੀ ਤੁਸੀਂ  ਆਤਮ ਹੱਤਿਆ  ਨਹੀਂ ਕਰਨੀ  ਉਸ  ਬੱਚੀ  ਲਈ  ਜਿਉਣਾ ਹੈ  ਉਸ ਜਨਾਨੀ  ਨੂੰ ਵਾਹਿਗੁਰੂ ਜੀ  ਸਦਾ ਦੇਣ ਗ  ਵੀਰ ਜੀ ਵਾਹਿਗੁਰੂ ਜੀ  ਤੇ ਭਰੋਸਾ  ਰੱਖੋ ਜੀ  ਬੱਚੀ  ਦਾ  ਧਿਆਨ  ਰੱਖਣਾ  ਜੀ,Blessing
ਇਸ  ਵੀਰ ਨੂੰ  ਇਨਸਾਫ ਦਿਵਾਉਣਾ ਚਾਹੀਦਾ ਹੈ  ਤੇ ਉਸ  ਜਨਾਨੀ ਨੂੰ   ਸਖਤ ਤੋਂ ਸਖਤ ਸਜਾ  ਦੇਣੀ ਚਾਹੀਦੀ ਹੈ,Support
ਵੀਰ ਦੀ ਹੈਲਪ ਹੋਣੀ ਜਰੂਰੀ ਆ,Support
ਮੈਂ ਵੀ ਮਾਝੇ ਵਿੱਚ ਵਿਆਹ ਕਰਵਾ ਕੇ ਪਛਤਾ ਰਿਹਾ ਹਾਂ 😢,Sadness
ਵਾਹਿਗੁਰੂ ਜੀ ਮੇਹਰ ਕਰਨ ਜੀ,Blessing
"ਤਲਾਕ ਦੇ ਵੀਰ ਕੁੱਤੀ ਨੂੰ , ਆਪਣੀ ਬੇਟੀ ਲਈ ਜੀ।",Hate
ਇਸ ਔਰਤ ਦੇ ਜੁੱਤੀ ਫਿਰਨੀ ਚਾਹੀਦੀ ਹੈ,Hate
ਨਿੱਕਲ ਰਹੇ ਨੇ CIA ਸਟਾਫ਼ ਦੇ ਪਾਪ,Disappointment
